[1.0, -0.7567567567567567, -0.7647058823529411, -0.9292035398230089, -0.9840623339826456, -0.9885675857431069, -0.989466754443713, -0.987045341305431, 0.10714285714285714]
[0.0, -0.391891891891892, -0.46218487394957974, -0.911504424778761, -0.9174783070656987, -0.9367854741089442, -0.9420671494404214, -0.9192825112107623, 0.10714285714285714]
[0.0, -0.5405405405405406, -0.4957983193277311, -0.8938053097345132, -0.94722861696476, -0.9556153328850033, -0.9644502962475313, -0.9601395117090185, 0.10714285714285714]
[0.0, -0.5135135135135136, -0.5630252100840336, -0.8849557522123894, -0.9489994687444661, -0.9603227975790182, -0.9578670177748518, -0.963129048330842, 0.10714285714285714]
[0.0, -0.5945945945945945, -0.6470588235294117, -0.9203539823008849, -0.9684788383212325, -0.9677202420981843, -0.9618169848584596, -0.9730941704035875, 0.10714285714285714]
[0.0, -0.5540540540540542, -0.5630252100840336, -0.8938053097345132, -0.9550203647954666, -0.9616677874915939, -1.0, -0.963129048330842, 0.10714285714285714]
[0.0, -0.7837837837837838, -0.8319327731092437, -0.911504424778761, -0.9890207189658226, -0.9946200403496974, -0.9921000658327848, -0.9930244145490782, 0.10714285714285714]
[0.0, -0.7567567567567567, -0.8151260504201681, -0.9646017699115044, -0.9879582078979989, -0.9926025554808339, -0.9947333772218565, -0.9930244145490782, 0.10714285714285714]
[0.0, -0.3513513513513513, -0.39495798319327735, -0.8672566371681416, -0.9103948999468745, -0.9327505043712172, -0.9275839368005266, -0.922272047832586, 0.10714285714285714]
[0.0, -0.8513513513513513, -0.865546218487395, -0.9380530973451328, -0.9939791039489995, -0.9946200403496974, -0.9842001316655694, -0.9960139511709019, 0.10714285714285714]
[1.0, -0.5675675675675677, -0.6470588235294117, -0.8938053097345132, -0.9628121126261732, -0.9657027572293208, -0.9763001974983542, -0.9730941704035875, 0.10714285714285714]
[1.0, -0.6756756756756757, -0.6974789915966386, -0.911504424778761, -0.9787497786435275, -0.9878950907868191, -0.9802501645819618, -0.9790732436472347, 0.10714285714285714]
[0.0, -0.5945945945945945, -0.6134453781512604, -0.911504424778761, -0.9649371347618204, -0.9757901815736382, -0.9697169190256748, -0.9691081215744892, 0.10714285714285714]
[0.0, -0.5, -0.4957983193277311, -0.8761061946902655, -0.9327076323711705, -0.9455279085406859, -0.9512837393021725, -0.9422022919780767, 0.10714285714285714]
[0.0, -0.7432432432432432, -0.8319327731092437, -0.9380530973451328, -0.9773330972197627, -0.9852051109616677, -0.9789335088874259, -0.9930244145490782, 0.10714285714285714]
[0.0, -0.6621621621621622, -0.680672268907563, -0.9292035398230089, -0.9688330086771737, -0.9731002017484869, -0.9828834759710335, -0.9900348779272546, 0.10714285714285714]
[0.0, -0.5945945945945945, -0.6134453781512604, -0.8761061946902655, -0.9613954312024083, -0.9690652320107599, -0.9670836076366031, -0.9711011459890384, 0.10714285714285714]
[0.0, -0.5945945945945945, -0.6302521008403361, -0.9026548672566371, -0.9596245794227023, -0.9650302622730329, -0.9684002633311389, -0.9730941704035875, 0.10714285714285714]
[0.0, -0.7027027027027026, -0.7478991596638656, -0.9203539823008849, -0.9808748007791748, -0.9852051109616677, -0.9815668202764977, -0.9840558046836074, 0.10714285714285714]
[0.0, -0.581081081081081, -0.6302521008403361, -0.8938053097345132, -0.9649371347618204, -0.9757901815736382, -0.9631336405529954, -0.9312406576980568, 0.10714285714285714]
[0.0, -0.4729729729729729, -0.4957983193277311, -0.8672566371681416, -0.9178324774216398, -0.921990585070612, -0.9196840026333114, -0.9422022919780767, 0.10714285714285714]
[0.0, -0.5405405405405406, -0.5798319327731092, -0.8849557522123894, -0.9511244908801133, -0.960995292535306, -0.9670836076366031, -0.9601395117090185, 0.10714285714285714]
[0.0, -0.6891891891891893, -0.6974789915966386, -0.9292035398230089, -0.974499734372233, -0.9791526563550773, -0.9842001316655694, -0.9730941704035875, 0.10714285714285714]
[0.0, -0.5135135135135136, -0.5294117647058822, -0.9026548672566371, -0.9500619798122897, -0.9630127774041695, -0.956550362080316, -0.9611360239162929, 0.10714285714285714]
[0.0, -0.6621621621621622, -0.6974789915966386, -0.8938053097345132, -0.9752080750841154, -0.98453261600538, -0.9763001974983542, -0.9810662680617838, 0.10714285714285714]
[0.0, -0.45945945945945943, -0.5126050420168067, -0.9026548672566371, -0.9358951655746414, -0.9502353732347008, -0.946017116524029, -0.9511709018435476, 0.10714285714285714]
[0.0, -0.6621621621621622, -0.6638655462184874, -0.9292035398230089, -0.9706038604568797, -0.980497646267653, -0.97761685319289, -0.98903836571998, 0.10714285714285714]
[0.0, -0.6351351351351351, -0.680672268907563, -0.911504424778761, -0.9716663715247034, -0.9778076664425017, -0.9684002633311389, -0.9730941704035875, 0.10714285714285714]
[0.0, -0.6756756756756757, -0.7310924369747899, -0.9292035398230089, -0.9783956082875863, -0.9831876260928043, -0.9881500987491771, -0.9840558046836074, 0.10714285714285714]
[0.0, -0.7027027027027026, -0.7310924369747899, -0.9203539823008849, -0.9787497786435275, -0.9865501008742434, -0.9842001316655694, -0.9830592924763328, 0.10714285714285714]
[0.0, -0.7567567567567567, -0.7983193277310924, -0.9734513274336283, -0.9911457411014698, -0.9939475453934096, -0.9934167215273206, -0.9930244145490782, 0.10714285714285714]
[0.0, -0.44594594594594594, -0.4789915966386554, -0.8495575221238938, -0.9259783956082877, -0.948890383322125, -0.923633969716919, -0.9431988041853513, 0.10714285714285714]
[1.0, -0.32432432432432434, -0.4117647058823528, -0.8407079646017699, -0.8972905967770498, -0.9206455951580363, -0.9117840684660962, -0.9133034379671151, 0.10714285714285714]
[0.0, -0.6081081081081081, -0.6470588235294117, -0.911504424778761, -0.9667079865415265, -0.972427706792199, -0.9749835418038183, -0.9730941704035875, 0.10714285714285714]
[0.0, -0.6486486486486487, -0.680672268907563, -0.8849557522123894, -0.9730830529484682, -0.9744451916610626, -0.9723502304147466, -0.9770802192326856, 0.10714285714285714]
[0.0, -0.45945945945945943, -0.5294117647058822, -0.8761061946902655, -0.9394368691340534, -0.9549428379287156, -0.9433838051349572, -0.9521674140508222, 0.10714285714285714]
[0.0, -0.7297297297297298, -0.7647058823529411, -0.9292035398230089, -0.9815831414910572, -0.9885675857431069, -0.9802501645819618, -0.9850523168908819, 0.10714285714285714]
[0.0, -0.581081081081081, -0.5798319327731092, -0.911504424778761, -0.9560828758632902, -0.972427706792199, -0.9657669519420672, -0.963129048330842, 0.14285714285714285]
[1.0, -0.44594594594594594, -0.4957983193277311, -0.8230088495575221, -0.9188949884894635, -0.9280430396772025, -0.9262672811059908, -0.9431988041853513, 0.14285714285714285]
[0.0, -0.32432432432432434, -0.361344537815126, -0.8672566371681416, -0.8955197449973438, -0.9199731002017485, -0.9144173798551679, -0.9133034379671151, 0.14285714285714285]
[0.0, -0.44594594594594594, -0.4453781512605042, -0.8584070796460177, -0.9082698778112273, -0.9125756556825824, -0.9381171823568137, -0.9431988041853513, 0.14285714285714285]
[1.0, -0.7837837837837838, -0.7983193277310924, -0.9557522123893806, -0.9844165043385869, -0.9892400806993947, -0.9881500987491771, -0.9880418535127056, 0.14285714285714285]
[0.0, -0.5135135135135136, -0.5462184873949579, -0.8672566371681416, -0.9401452098459359, -0.9549428379287156, -0.9473337722185649, -0.9531639262580966, 0.14285714285714285]
[1.0, -0.7297297297297298, -0.7310924369747899, -0.9292035398230089, -0.9798122897113511, -0.9865501008742434, -0.9815668202764977, -0.9830592924763328, 0.14285714285714285]
[0.0, -0.20270270270270274, -0.24369747899159644, -0.8495575221238938, -0.8611652204710466, -0.8930733019502354, -0.881500987491771, -0.8873941205779771, 0.14285714285714285]
[0.0, -0.33783783783783783, -0.4957983193277311, -0.8584070796460177, -0.8732070125730476, -0.882985877605918, -0.9117840684660962, -0.9043348281016442, 0.14285714285714285]
[0.0, -0.44594594594594594, -0.4789915966386554, -0.9026548672566371, -0.9263325659642287, -0.9455279085406859, -0.9315339038841343, -0.9412057797708022, 0.14285714285714285]
[0.0, -0.41891891891891897, -0.46218487394957974, -0.8938053097345132, -0.9224366920488756, -0.9300605245460659, -0.9526003949967083, -0.9392127553562531, 0.14285714285714285]
[0.0, -0.20270270270270274, -0.2605042016806721, -0.8230088495575221, -0.8020187710288649, -0.7989240080699396, -0.8683344305464121, -0.8674638764324862, 0.14285714285714285]
[0.0, -0.013513513513513487, -0.042016806722688926, -0.8141592920353982, -0.7400389587391536, -0.7807666442501682, -0.7906517445687953, -0.8006975585450922, 0.14285714285714285]
[0.0, -0.09459459459459463, -0.10924369747899154, -0.831858407079646, -0.7956437046219231, -0.8117014122394083, -0.8354180381830152, -0.8574987543597409, 0.14285714285714285]
[1.0, -0.43243243243243257, -0.46218487394957974, -0.8672566371681416, -0.9263325659642287, -0.9455279085406859, -0.9407504937458855, -0.9332336821126058, 0.14285714285714285]
[0.0, -0.1351351351351351, -0.19327731092436973, -0.8407079646017699, -0.7871436160793341, -0.8090114324142569, -0.826201448321264, -0.8505231689088191, 0.14285714285714285]
[0.0, -0.7027027027027026, -0.7310924369747899, -0.9292035398230089, -0.9822914822029396, -0.9872225958305313, -0.9868334430546413, -0.9850523168908819, 0.14285714285714285]
[0.0, -0.16216216216216217, -0.17647058823529405, -0.8407079646017699, -0.8264565255888082, -0.8365837256220578, -0.8854509545753786, -0.8684603886397608, 0.14285714285714285]
[0.0, -0.5405405405405406, -0.5966386554621849, -0.9026548672566371, -0.9458119355409952, -0.9475453934095495, -0.9539170506912442, -0.963129048330842, 0.14285714285714285]
[0.0, -0.18918918918918926, -0.2100840336134454, -0.831858407079646, -0.8505401097928104, -0.8722259583053127, -0.8933508887425938, -0.8814150473343298, 0.14285714285714285]
[0.0, -0.16216216216216217, -0.24369747899159644, -0.8407079646017699, -0.8399149991145741, -0.863483523873571, -0.8907175773535221, -0.872446437468859, 0.14285714285714285]
[0.0, -0.1351351351351351, -0.2773109243697478, -0.8230088495575221, -0.7899769789268638, -0.8069939475453934, -0.8406846609611587, -0.8395615346287992, 0.14285714285714285]
[0.0, -0.1216216216216216, -0.2100840336134454, -0.8230088495575221, -0.8119355409952187, -0.8392737054472093, -0.8420013166556946, -0.8505231689088191, 0.14285714285714285]
[0.0, -0.5675675675675677, -0.6470588235294117, -0.9292035398230089, -0.9674163272534089, -0.976462676529926, -0.9539170506912442, -0.9730941704035875, 0.14285714285714285]
[0.0, -0.3513513513513513, -0.4789915966386554, -0.8938053097345132, -0.9128740924384628, -0.9206455951580363, -0.9025674786043449, -0.9332336821126058, 0.14285714285714285]
[1.0, -0.5135135135135136, -0.5798319327731092, -0.8849557522123894, -0.945457765185054, -0.9556153328850033, -0.9644502962475313, -0.9531639262580966, 0.14285714285714285]
[0.0, -0.391891891891892, -0.4453781512605042, -0.8849557522123894, -0.9139366035062866, -0.921990585070612, -0.9328505595786701, -0.9402092675635276, 0.14285714285714285]
[0.0, -0.21621621621621623, -0.32773109243697474, -0.8584070796460177, -0.8608110501151054, -0.8957632817753867, -0.9104674127715602, -0.8973592426507224, 0.14285714285714285]
[0.0, -0.5675675675675677, -0.5966386554621849, -0.9292035398230089, -0.9514786612360545, -0.9562878278412912, -0.9618169848584596, -0.963129048330842, 0.14285714285714285]
[1.0, -0.44594594594594594, -0.5126050420168067, -0.8584070796460177, -0.9366035062865238, -0.956960322797579, -0.9447004608294931, -0.9431988041853513, 0.14285714285714285]
[0.0, -0.29729729729729726, -0.32773109243697474, -0.8584070796460177, -0.8824154418275191, -0.8950907868190989, -0.9078341013824884, -0.9033383158943697, 0.14285714285714285]
[0.0, -0.18918918918918926, -0.2941176470588235, -0.831858407079646, -0.8625819018948114, -0.887020847343645, -0.8907175773535221, -0.8863976083707025, 0.14285714285714285]
[0.0, -0.7162162162162162, -0.7310924369747899, -0.8584070796460177, -0.9780414379316451, -0.9818426361802286, -0.9828834759710335, -0.9830592924763328, 0.14285714285714285]
[0.0, -0.6216216216216216, -0.6302521008403361, -0.9026548672566371, -0.9596245794227023, -0.9657027572293208, -0.9684002633311389, -0.9661185849526657, 0.14285714285714285]
[0.0, -0.7297297297297298, -0.7478991596638656, -0.9026548672566371, -0.9791039489994687, -0.9872225958305313, -0.9842001316655694, -0.9780767314399601, 0.14285714285714285]
[0.0, -0.3513513513513513, -0.39495798319327735, -0.8584070796460177, -0.8739153532849301, -0.8937457969065232, -0.8828176431863068, -0.909317389138017, 0.14285714285714285]
[0.0, -0.5135135135135136, -0.5462184873949579, -0.8761061946902655, -0.9436869134053479, -0.9636852723604573, -0.9591836734693877, -0.9412057797708022, 0.14285714285714285]
[0.0, -0.5675675675675677, -0.5966386554621849, -0.8584070796460177, -0.955728705507349, -0.972427706792199, -0.9552337063857801, -0.9601395117090185, 0.14285714285714285]
[0.0, -0.6891891891891893, -0.7478991596638656, -0.9203539823008849, -0.9826456525588808, -0.9892400806993947, -0.9881500987491771, -0.9850523168908819, 0.14285714285714285]
[0.0, -0.41891891891891897, -0.4789915966386554, -0.8761061946902655, -0.9224366920488756, -0.9367854741089442, -0.9473337722185649, -0.9431988041853513, 0.14285714285714285]
[1.0, -0.45945945945945943, -0.4957983193277311, -0.8761061946902655, -0.9348326545068177, -0.9562878278412912, -0.9486504279131007, -0.9382162431489786, 0.14285714285714285]
[0.0, -0.28378378378378377, -0.2941176470588235, -0.8584070796460177, -0.8586860279794581, -0.8802958977807667, -0.8762343647136274, -0.8933731938216243, 0.14285714285714285]
[0.0, -0.43243243243243257, -0.4789915966386554, -0.8761061946902655, -0.9242075438285815, -0.9421654337592468, -0.9315339038841343, -0.9372197309417041, 0.14285714285714285]
[0.0, -0.45945945945945943, -0.4957983193277311, -0.8761061946902655, -0.9266867363201701, -0.33557498318762624, -0.9512837393021725, -0.9402092675635276, 0.14285714285714285]
[0.0, -0.41891891891891897, -0.4789915966386554, -0.8938053097345132, -0.9273950770320525, -0.9455279085406859, -0.9433838051349572, -0.9332336821126058, 0.14285714285714285]
[-1.0, -0.45945945945945943, -0.5294117647058822, -0.8761061946902655, -0.9447494244731716, -0.9596503026227303, -0.9447004608294931, -0.9531639262580966, 0.14285714285714285]
[1.0, -0.6621621621621622, -0.7142857142857142, -0.9026548672566371, -0.9766247565078803, -0.9818426361802286, -0.9802501645819618, -0.9830592924763328, 0.14285714285714285]
[-1.0, -0.22972972972972983, -0.2773109243697478, -0.8407079646017699, -0.8678944572339296, -0.8876933422999328, -0.8999341672152732, -0.8933731938216243, 0.14285714285714285]
[0.0, -0.4729729729729729, -0.5462184873949579, -0.8938053097345132, -0.9312909509474057, -0.941492938802959, -0.956550362080316, -0.9431988041853513, 0.14285714285714285]
[0.0, -0.2567567567567568, -0.31092436974789905, -0.8672566371681416, -0.8739153532849301, -0.8802958977807667, -0.9368005266622779, -0.8933731938216243, 0.14285714285714285]
[0.0, -0.527027027027027, -0.5630252100840336, -0.8849557522123894, -0.9511244908801133, -0.9650302622730329, -0.9526003949967083, -0.9581464872944694, 0.14285714285714285]
[0.0, -0.581081081081081, -0.5966386554621849, -0.8849557522123894, -0.955728705507349, -0.9663752521856086, -0.9736668861092824, -0.963129048330842, 0.14285714285714285]
[0.0, -0.391891891891892, -0.4453781512605042, -0.8584070796460177, -0.9157074552859925, -0.937457969065232, -0.8907175773535221, -0.9332336821126058, 0.14285714285714285]
