options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
201 -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000       7
202 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000       7
203 -0.523266  0.224060 -1.000000  0.059190  0.178571 -1.000000 -0.470260  0.085714 -1.000000       7
205 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000       7
200 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000       7
207 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000       7
208 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000       7
209 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000       7
210 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000       7
211 -0.165935  0.091729 -1.000000  0.077882  0.289286 -1.000000 -0.440520  0.041270 -1.000000       7
206 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000       7
199 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000       7
212 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000       7
197 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000       7
196 -0.612818 -0.055639 -1.000000  0.401869  0.221429 -0.954911 -0.260223 -0.485714 -0.960784       7
195 -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922       7
194 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490       7
193 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275       7
192 -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059       7
191 -0.572432  0.239098 -1.000000  0.302181  0.239286 -1.000000 -0.381041 -0.593651 -0.647059       7
190 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000       7
189  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000       7
188 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000       7
187  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000       7
186 -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000       7
185 -0.985953 -0.109774  0.425390 -0.052960  0.071429 -0.433172 -1.000000 -0.244444 -1.000000       7
198 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000       7
213 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000       7

[214 rows x 10 columns]
the tuning data set:
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000      1
1   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549      1
2  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000      1
3  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000      1
4  -0.599649 -0.401504  0.541203 -0.208723  0.210714 -0.784219 -0.505576 -1.000000 -0.058824      1
5  -0.426690 -0.422556  0.585746 -0.370717  0.167857 -0.803543 -0.394052 -1.000000 -0.450980      1
6  -0.442493 -0.371429  0.581292 -0.252336  0.050000 -0.826087 -0.425651 -1.000000 -0.254902      1
7  -0.359965 -0.242105  0.674833 -0.358255 -0.075000 -0.813205 -0.444238 -1.000000 -1.000000      2
8   0.359965 -0.849624 -1.000000 -0.700935  0.214286 -1.000000  0.719331 -1.000000 -1.000000      2
9  -0.495171 -0.218045  0.576837 -0.177570 -0.025000 -0.780998 -0.501859 -1.000000 -1.000000      2
10 -0.067603 -0.091729 -0.550111 -0.333333 -0.150000 -0.893720  0.061338 -1.000000 -1.000000      2
11 -0.581212 -0.359398  0.567929  0.140187  0.017857 -0.777778 -0.527881 -1.000000 -1.000000      2
12 -0.597015  0.242105  0.634744 -0.096573 -0.264286 -0.948470 -0.641264 -1.000000 -0.529412      2
13 -0.525900 -0.392481  0.269488 -0.283489  0.235714 -0.816425 -0.375465 -0.930159 -0.137255      2
14 -0.362599 -0.338346  0.665924 -0.489097 -0.117857 -0.793881 -0.343866 -1.000000 -0.137255      2
15 -0.370500 -0.218045  0.487751 -0.221184 -0.167857 -0.819646 -0.338290 -1.000000 -1.000000      3
16 -0.517120 -0.275188  0.536748 -0.084112 -0.046429 -0.806763 -0.451673 -1.000000 -0.333333      3
17  0.100966 -0.184962 -1.000000 -0.196262 -0.139286 -0.896940  0.265799 -1.000000 -1.000000      5
18 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000      6
19 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000      7
20 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000      7
21 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000      7
group 1:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.491659 -0.359398  0.594655 -0.364486  0.000000 -0.803543 -0.375465 -1.000000 -1.000000      3
1  -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824      1
2  -0.603161 -0.230075  0.536748 -0.426791  0.046429 -0.819646 -0.416357 -1.000000 -1.000000      1
3   0.425812 -0.912782 -1.000000 -0.713396  0.167857 -1.000000  0.771375 -1.000000 -1.000000      2
4  -0.583845 -0.353383  0.527840 -0.308411  0.239286 -0.777778 -0.513011 -1.000000 -0.058824      1
5  -0.823529 -0.311278 -1.000000  0.713396 -0.760714  1.000000 -0.715613 -1.000000 -1.000000      5
6  -0.037752  0.040602  0.683742 -0.613707 -0.446429 -0.925926 -0.310409 -1.000000  0.450980      3
7  -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922      7
8   0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000      7
9  -0.476734 -0.350376  0.612472 -0.202492  0.125000 -0.803543 -0.501859 -1.000000 -1.000000      2
10 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000      7
11 -0.250219  0.151880 -1.000000 -0.831776  0.310714 -1.000000  0.076208 -1.000000 -1.000000      6
12 -0.278314 -0.079699  0.073497 -0.439252  0.053571 -1.000000 -0.193309 -1.000000 -1.000000      6
13 -0.111501  0.079699  0.737194 -0.663551 -0.396429 -1.000000 -0.245353 -1.000000 -1.000000      3
14 -0.460053 -0.512782  0.211581 -0.165109  0.092857 -0.774557 -0.293680 -1.000000 -1.000000      2
15 -0.539069 -0.452632  0.550111 -0.015576  0.221429 -0.797101 -0.507435 -1.000000 -0.647059      2
16 -0.448639 -0.557895  0.447661 -0.457944  0.335714 -0.800322 -0.355019 -1.000000 -0.058824      2
17 -0.579456 -0.290226  0.567929 -0.214953  0.092857 -0.780998 -0.513011 -1.000000 -0.647059      2
18 -0.345917 -0.209023  0.527840 -0.289720 -0.125000 -0.835749 -0.410781 -1.000000 -1.000000      2
19 -0.430202 -0.323308  0.576837 -0.426791  0.139286 -0.790660 -0.423792 -1.000000 -1.000000      1
20 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000      7
21 -0.577700 -0.380451  0.608018 -0.171340  0.128571 -0.793881 -0.509294 -1.000000  0.019608      1
22 -0.067603 -0.257143  0.639198 -0.464174  0.050000 -0.826087 -0.425651 -1.000000 -1.000000      2
23 -0.455663 -0.311278  0.576837 -0.127726  0.042857 -0.826087 -0.440520 -1.000000 -0.725490      1
24 -0.205443 -0.022556 -0.398664 -0.165109 -0.303571 -0.874396 -0.046468 -1.000000 -0.294118      2
25 -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000      1
26 -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627      1
27 -0.420544 -0.362406  0.550111 -0.414330  0.128571 -0.803543 -0.418216 -0.942857 -0.137255      1
28 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000      7
29  0.459175 -0.425564 -1.000000 -0.763240 -0.210714 -0.980676  0.667286 -1.000000 -1.000000      2
30 -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000      1
31 -0.550483 -0.317293  0.594655 -0.221184  0.078571 -0.803543 -0.514870 -1.000000 -1.000000      2
32 -0.353819 -0.257143  0.616927 -0.514019  0.078571 -0.816425 -0.446097 -0.942857 -0.333333      2
33 -0.580334 -0.290226  0.599109 -0.233645  0.175000 -0.784219 -0.553903 -1.000000 -1.000000      2
34 -0.413521 -0.410526  0.576837 -0.345794  0.121429 -0.816425 -0.382900 -1.000000 -1.000000      1
35 -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000      1
36 -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627      1
37 -0.297629 -0.398496 -0.175947 -0.021807  0.028571 -0.806763 -0.133829 -1.000000 -1.000000      5
38 -0.408253 -0.260150  0.737194 -0.370717 -0.100000 -0.822866 -0.440520 -1.000000  0.098039      2
group 2:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.525900 -0.193985  0.510022 -0.383178  0.010714 -0.832528 -0.401487 -1.000000 -1.000000      3
1  -0.373134 -0.245113  0.737194 -0.302181 -0.100000 -0.822866 -0.464684 -1.000000 -0.607843      2
2  -0.649693 -0.013534  0.193764  1.000000 -0.971429 -0.458937 -0.918216  0.396825 -1.000000      5
3  -0.116769 -0.007519  0.674833 -0.819315 -0.292857 -0.964573 -0.215613 -1.000000 -1.000000      3
4  -0.028095  0.112782 -1.000000 -0.557632  0.021429 -0.967794  0.131970 -1.000000 -0.686275      2
5  -0.533802 -0.193985  0.581292 -0.401869  0.071429 -0.780998 -0.503717 -1.000000 -1.000000      2
6  -0.480246 -0.172932  0.550111 -0.115265 -0.032143 -0.800322 -0.524164 -1.000000 -1.000000      2
7  -0.448639 -0.227068  0.603563 -0.470405  0.171429 -0.813205 -0.490706 -1.000000 -1.000000      1
8  -0.445127 -0.365414  0.559020 -0.470405  0.235714 -0.819646 -0.420074 -1.000000 -1.000000      1
9  -0.536435 -0.569925  0.567929 -0.339564  0.100000 -0.816425 -0.423792 -1.000000 -1.000000      3
10  0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353      1
11 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000      7
12 -0.366111 -0.275188  0.265033 -0.383178  0.085714 -0.822866 -0.323420 -1.000000 -1.000000      1
13 -0.321335  0.281203 -0.652561 -0.096573 -0.039286 -1.000000 -0.159851 -1.000000 -1.000000      6
14 -0.819140 -0.317293 -1.000000  0.700935 -0.682143  1.000000 -0.721190 -1.000000 -1.000000      5
15 -0.509219 -0.356391  0.585746 -0.158879  0.189286 -0.790660 -0.524164 -1.000000 -1.000000      2
16 -0.250219 -0.425564 -1.000000 -0.152648  0.407143 -0.877617  0.133829 -1.000000 -1.000000      5
17 -0.382792 -0.100752 -1.000000 -0.831776  0.657143 -1.000000  0.033457 -1.000000 -1.000000      2
18 -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000      1
19 -0.467954 -0.356391  0.550111 -0.352025  0.153571 -0.819646 -0.442379 -1.000000 -1.000000      1
20 -0.027217 -0.254135  0.679287 -0.688474 -0.221429 -0.958132 -0.146840 -1.000000 -1.000000      1
21 -0.438982 -0.172932  0.665924 -0.451713  0.135714 -0.809984 -0.516729 -1.000000 -1.000000      1
22 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490      7
23  0.194030 -0.783459 -1.000000 -0.009346 -0.150000 -0.739130  0.451673 -1.000000  0.333333      2
24 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000      7
25 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000      7
26 -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490      1
27 -0.431080 -0.377444  0.630290 -0.389408  0.142857 -0.806763 -0.418216 -1.000000 -1.000000      1
28 -0.534680 -0.184962  0.608018 -0.221184 -0.078571 -0.787440 -0.516729 -1.000000 -1.000000      2
29 -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471      1
30 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000      7
31 -0.301141 -0.046617  0.661470 -0.445483 -0.175000 -0.980676 -0.356877 -1.000000 -1.000000      1
32 -0.548727 -0.404511  0.483296 -0.252336  0.239286 -0.784219 -0.477695 -1.000000 -1.000000      2
33 -0.449517 -0.236090  0.612472 -0.408100  0.167857 -0.822866 -0.509294 -1.000000 -1.000000      1
34 -0.515364 -0.335338  0.608018 -0.395639  0.050000 -0.819646 -0.410781 -1.000000 -1.000000      2
35 -0.356453 -0.124812  0.723831 -0.389408 -0.232143 -0.826087 -0.462825 -1.000000  0.254902      2
36 -0.559263  0.269173 -1.000000  0.233645  0.246429 -1.000000 -0.390335 -0.574603 -1.000000      7
37 -0.388938 -0.218045  0.714922 -0.401869  0.060714 -0.832528 -0.500000 -1.000000 -1.000000      2
38 -0.388938 -0.329323  0.318486 -0.289720  0.110714 -0.806763 -0.375465 -0.911111 -1.000000      2
group 3:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.468832 -0.203008  0.559020 -0.464174  0.085714 -0.838969 -0.442379 -1.000000 -1.000000      1
1  -0.118525 -0.326316 -0.853007 -0.239875  0.278571 -0.958132  0.085502 -1.000000  0.098039      5
2  -0.417032 -0.254135  0.510022 -0.352025  0.053571 -0.809984 -0.412639 -1.000000 -1.000000      1
3  -0.306409 -0.016541  0.064588 -0.208723 -0.085714 -1.000000 -0.230483 -1.000000 -1.000000      6
4  -0.533802 -0.305263  0.514477 -0.395639  0.142857 -0.832528 -0.414498 -1.000000 -1.000000      3
5  -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000      7
6  -0.580334 -0.242105  0.536748 -0.289720  0.200000 -0.803543 -0.548327 -1.000000 -1.000000      2
7  -0.364355 -0.362406  0.634744 -0.408100 -0.014286 -0.800322 -0.395911 -1.000000  0.372549      2
8  -0.089552 -0.281203  0.594655 -0.619938 -0.146429 -0.925926 -0.184015 -1.000000 -0.372549      1
9  -0.294996 -0.004511  0.594655 -0.327103 -0.189286 -0.819646 -0.466543 -1.000000 -1.000000      1
10 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275      7
11 -0.419666 -0.157895  0.518931 -0.233645 -0.203571 -0.813205 -0.375465 -1.000000 -1.000000      3
12 -0.439860 -0.446617  0.545657 -0.320872  0.278571 -0.806763 -0.420074 -1.000000 -0.764706      1
13  0.362599 -0.019549  0.648107 -0.738318 -0.371429 -0.993559 -0.184015 -1.000000 -0.607843      1
14 -0.558385 -0.314286  0.559020 -0.258567  0.100000 -0.806763 -0.500000 -1.000000 -1.000000      2
15 -0.412643 -0.293233  0.554566 -0.383178  0.089286 -0.806763 -0.431227 -1.000000 -1.000000      1
16 -0.412643 -0.413534  0.634744 -0.457944  0.178571 -0.803543 -0.392193 -1.000000 -1.000000      1
17 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000      7
18 -0.512730 -0.245113  0.590200 -0.320872  0.032143 -0.819646 -0.440520 -1.000000 -0.607843      3
19  0.764706 -1.000000 -1.000000  0.127726 -1.000000 -0.813205  0.462825  1.000000  0.098039      2
20 -0.398595 -0.103759  0.750557 -0.221184 -0.285714 -0.826087 -0.483271 -1.000000 -0.411765      2
21  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000      7
22 -0.358209 -0.193985  0.732739 -0.352025 -0.082143 -0.835749 -0.470260 -1.000000 -1.000000      2
23 -0.601405 -0.245113  0.554566 -0.264798  0.228571 -0.877617 -0.516729 -1.000000 -1.000000      2
24 -0.163301 -0.151880 -0.069042 -0.140187 -0.153571 -0.829308 -0.230483 -0.828571 -0.333333      2
25 -0.228270 -0.236090 -1.000000 -0.084112  0.150000 -0.848631  0.094796 -1.000000 -1.000000      5
26 -0.582968 -0.245113  0.487751 -0.264798  0.175000 -0.874396 -0.481413 -1.000000 -1.000000      2
27 -0.441615 -0.374436  0.590200 -0.339564  0.146429 -0.800322 -0.412639 -1.000000 -1.000000      1
28 -0.417910 -0.254135  0.251670 -0.376947  0.132143 -0.835749 -0.332714 -1.000000 -0.647059      1
29 -0.038630 -0.097744  0.710468 -0.732087 -0.303571 -0.945250 -0.198885 -1.000000 -1.000000      1
30 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000      7
31 -0.377524 -0.356391  0.550111 -0.376947  0.121429 -0.806763 -0.442379 -1.000000 -1.000000      1
32 -0.428446 -0.254135  0.643653 -0.376947  0.000000 -0.816425 -0.481413 -1.000000 -1.000000      1
33 -0.582968 -0.311278  0.594655 -0.239875  0.182143 -0.777778 -0.529740 -1.000000 -1.000000      2
34 -0.497805 -0.248120  0.576837 -0.258567  0.082143 -0.819646 -0.503717 -1.000000 -1.000000      2
35  0.136962 -0.067669  0.291759 -0.451713 -0.521429 -0.974235 -0.003717 -1.000000 -1.000000      2
36 -0.479368 -0.100752  0.639198 -0.052960 -0.196429 -0.793881 -0.544610 -1.000000 -1.000000      2
37 -0.516242 -0.359398 -1.000000 -0.040498  0.453571 -0.687601 -0.118959 -1.000000 -1.000000      5
group 4:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.496049 -0.416541  0.282851 -0.115265  0.214286 -0.764895 -0.421933 -1.000000 -1.000000      2
1  -0.090430 -0.909774 -0.238307 -0.208723  0.296429 -0.813205  0.150558 -1.000000 -1.000000      5
2  -0.454785 -0.383459  0.612472 -0.376947  0.064286 -0.809984 -0.392193 -1.000000 -1.000000      1
3  -0.558385 -0.157895  0.581292 -0.221184  0.135714 -0.874396 -0.563197 -1.000000 -1.000000      1
4  -0.432836 -0.374436  0.576837 -0.414330  0.225000 -0.813205 -0.449814 -1.000000 -1.000000      1
5  -0.151888 -0.082707  0.015590 -0.289720 -0.221429 -0.842190 -0.178439 -1.000000 -0.333333      2
6  -0.335382 -0.338346  0.630290 -0.208723 -0.035714 -0.813205 -0.420074 -1.000000 -0.529412      2
7  -0.577700 -0.311278  0.585746 -0.221184  0.178571 -0.768116 -0.540892 -1.000000 -1.000000      2
8  -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000      7
9  -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059      7
10 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000      7
11  1.000000 -0.527820 -1.000000 -0.557632 -0.875000 -0.961353  1.000000 -1.000000 -0.058824      2
12 -0.509219 -0.380451  0.567929 -0.221184  0.267857 -0.787440 -0.540892 -1.000000 -1.000000      2
13  0.413521 -0.076692  0.403118 -0.769470 -0.728571 -0.974235  0.154275 -1.000000 -1.000000      2
14 -0.741879  0.058647  0.376392  0.115265 -0.117857 -0.645733 -0.693309 -1.000000 -1.000000      2
15 -0.426690 -0.449624  0.567929 -0.289720  0.192857 -0.816425 -0.421933 -1.000000 -1.000000      1
16 -0.402107 -0.166917  0.496659 -0.165109 -0.239286 -0.816425 -0.371747 -1.000000 -0.647059      3
17 -0.338016 -0.260150  0.501114 -0.445483  0.039286 -0.816425 -0.368030 -1.000000 -0.372549      1
18 -0.302897 -0.049624  0.572383 -0.358255 -0.285714 -0.835749 -0.377323 -0.930159 -1.000000      1
19 -0.565408 -0.218045  0.572383 -0.345794  0.021429 -0.819646 -0.460967 -1.000000 -1.000000      3
20 -0.438104 -0.404511  0.523385 -0.433022  0.210714 -0.809984 -0.403346 -1.000000 -1.000000      1
21 -0.478490 -0.317293  0.545657 -0.065421  0.039286 -0.787440 -0.488848 -1.000000 -1.000000      2
22 -0.912204 -0.320301  0.545657 -0.482866  0.132143 -0.800322 -0.457249 -1.000000  0.215686      1
23 -0.357331 -0.287218  0.768374 -0.439252 -0.060714 -0.806763 -0.442379 -1.000000 -1.000000      2
24 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000      7
25 -0.518876 -0.338346  0.576837 -0.171340  0.125000 -0.793881 -0.516729 -1.000000 -0.176471      2
26 -0.296752  0.028571 -1.000000  0.121495  0.046429 -1.000000  0.013011 -1.000000 -1.000000      6
27 -0.089552 -0.302256  0.625835 -0.638629 -0.103571 -0.938808 -0.178439 -1.000000 -0.333333      1
28 -0.565408 -0.190977  0.514477 -0.420561  0.028571 -0.809984 -0.462825 -1.000000 -1.000000      3
29 -0.023705  0.034586  0.697105 -0.694704 -0.450000 -1.000000 -0.208178 -1.000000 -1.000000      1
30 -0.582968 -0.371429  0.567929  0.003115  0.089286 -0.777778 -0.527881 -1.000000 -1.000000      2
31 -0.172081 -0.362406 -0.282851  0.171340 -0.153571 -0.755233 -0.206320 -0.847619  1.000000      5
32 -0.431080 -0.434586  0.599109 -0.364486  0.242857 -0.813205 -0.429368 -1.000000 -1.000000      1
33 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000      7
34 -0.352941  0.010526 -0.024499 -0.146417  0.021429 -1.000000 -0.276952 -1.000000 -1.000000      6
35 -0.387182 -0.187970  0.772829 -0.445483 -0.042857 -0.813205 -0.494424 -1.000000 -1.000000      2
36 -0.584723 -0.281203  0.518931 -0.196262  0.232143 -0.977456 -0.449814 -1.000000 -0.254902      2
37 -0.438104 -0.317293  0.603563 -0.333333  0.135714 -0.816425 -0.447955 -1.000000 -0.568627      1
group 5:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.381036 -0.431579  0.229399 -0.663551  0.428571 -0.887279 -0.258364 -1.000000 -0.215686      2
1  -0.519754 -0.362406  0.563474 -0.283489  0.142857 -0.780998 -0.479554 -0.961905 -0.019608      2
2  -0.444249 -0.359398  0.585746 -0.389408  0.214286 -0.826087 -0.451673 -1.000000 -0.333333      1
3  -0.552239 -0.209023  0.594655 -0.252336  0.039286 -0.855072 -0.483271 -1.000000 -1.000000      2
