options: {'missing_attributes': 'drop', 'left_index': True, 'one_hot_encode': {2: 'clump_thickness', 3: 'cell_size_uniformity', 4: 'cell_size_shape', 5: 'marginal_adhesion', 6: 'single_epithesial_cell_size', 7: 'bare_nuclei', 8: 'bland_chromatin', 9: 'normal_nucleoti', 10: 'mitoses'}, 'result_col': 11}
2: clump_thickness
unique clump_thickness values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['clump_thickness=1', 'clump_thickness=2', 'clump_thickness=3', 'clump_thickness=4', 'clump_thickness=5', 'clump_thickness=6', 'clump_thickness=7', 'clump_thickness=8', 'clump_thickness=9', 'clump_thickness=10']
3: cell_size_uniformity
unique cell_size_uniformity values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['cell_size_uniformity=1', 'cell_size_uniformity=2', 'cell_size_uniformity=3', 'cell_size_uniformity=4', 'cell_size_uniformity=5', 'cell_size_uniformity=6', 'cell_size_uniformity=7', 'cell_size_uniformity=8', 'cell_size_uniformity=9', 'cell_size_uniformity=10']
4: cell_size_shape
unique cell_size_shape values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['cell_size_shape=1', 'cell_size_shape=2', 'cell_size_shape=3', 'cell_size_shape=4', 'cell_size_shape=5', 'cell_size_shape=6', 'cell_size_shape=7', 'cell_size_shape=8', 'cell_size_shape=9', 'cell_size_shape=10']
5: marginal_adhesion
unique marginal_adhesion values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['marginal_adhesion=1', 'marginal_adhesion=2', 'marginal_adhesion=3', 'marginal_adhesion=4', 'marginal_adhesion=5', 'marginal_adhesion=6', 'marginal_adhesion=7', 'marginal_adhesion=8', 'marginal_adhesion=9', 'marginal_adhesion=10']
6: single_epithesial_cell_size
unique single_epithesial_cell_size values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['single_epithesial_cell_size=1', 'single_epithesial_cell_size=2', 'single_epithesial_cell_size=3', 'single_epithesial_cell_size=4', 'single_epithesial_cell_size=5', 'single_epithesial_cell_size=6', 'single_epithesial_cell_size=7', 'single_epithesial_cell_size=8', 'single_epithesial_cell_size=9', 'single_epithesial_cell_size=10']
7: bare_nuclei
unique bare_nuclei values: [  1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]
column names for [  1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]: ['bare_nuclei=1.0', 'bare_nuclei=2.0', 'bare_nuclei=3.0', 'bare_nuclei=4.0', 'bare_nuclei=5.0', 'bare_nuclei=6.0', 'bare_nuclei=7.0', 'bare_nuclei=8.0', 'bare_nuclei=9.0', 'bare_nuclei=10.0']
8: bland_chromatin
unique bland_chromatin values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['bland_chromatin=1', 'bland_chromatin=2', 'bland_chromatin=3', 'bland_chromatin=4', 'bland_chromatin=5', 'bland_chromatin=6', 'bland_chromatin=7', 'bland_chromatin=8', 'bland_chromatin=9', 'bland_chromatin=10']
9: normal_nucleoti
unique normal_nucleoti values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['normal_nucleoti=1', 'normal_nucleoti=2', 'normal_nucleoti=3', 'normal_nucleoti=4', 'normal_nucleoti=5', 'normal_nucleoti=6', 'normal_nucleoti=7', 'normal_nucleoti=8', 'normal_nucleoti=9', 'normal_nucleoti=10']
10: mitoses
unique mitoses values: [ 1  2  3  4  5  6  7  8 10]
column names for [ 1  2  3  4  5  6  7  8 10]: ['mitoses=1', 'mitoses=2', 'mitoses=3', 'mitoses=4', 'mitoses=5', 'mitoses=6', 'mitoses=7', 'mitoses=8', 'mitoses=10']
     clump_thickness=1  clump_thickness=2  clump_thickness=3  clump_thickness=4  clump_thickness=5  clump_thickness=6  clump_thickness=7  clump_thickness=8  clump_thickness=9  clump_thickness=10  cell_size_uniformity=1  cell_size_uniformity=2  cell_size_uniformity=3  cell_size_uniformity=4  cell_size_uniformity=5  cell_size_uniformity=6  cell_size_uniformity=7  cell_size_uniformity=8  cell_size_uniformity=9  cell_size_uniformity=10  cell_size_shape=1  cell_size_shape=2  cell_size_shape=3  cell_size_shape=4  cell_size_shape=5  cell_size_shape=6  cell_size_shape=7  cell_size_shape=8  cell_size_shape=9  cell_size_shape=10  marginal_adhesion=1  marginal_adhesion=2  marginal_adhesion=3  marginal_adhesion=4  marginal_adhesion=5  marginal_adhesion=6  marginal_adhesion=7  marginal_adhesion=8  marginal_adhesion=9  marginal_adhesion=10  single_epithesial_cell_size=1  single_epithesial_cell_size=2  single_epithesial_cell_size=3  single_epithesial_cell_size=4  single_epithesial_cell_size=5  single_epithesial_cell_size=6  single_epithesial_cell_size=7  single_epithesial_cell_size=8  single_epithesial_cell_size=9  single_epithesial_cell_size=10  bare_nuclei=1.0  bare_nuclei=2.0  bare_nuclei=3.0  bare_nuclei=4.0  bare_nuclei=5.0  bare_nuclei=6.0  bare_nuclei=7.0  bare_nuclei=8.0  bare_nuclei=9.0  bare_nuclei=10.0  bland_chromatin=1  bland_chromatin=2  bland_chromatin=3  bland_chromatin=4  bland_chromatin=5  bland_chromatin=6  bland_chromatin=7  bland_chromatin=8  bland_chromatin=9  bland_chromatin=10  normal_nucleoti=1  normal_nucleoti=2  normal_nucleoti=3  normal_nucleoti=4  normal_nucleoti=5  normal_nucleoti=6  normal_nucleoti=7  normal_nucleoti=8  normal_nucleoti=9  normal_nucleoti=10  mitoses=1  mitoses=2  mitoses=3  mitoses=4  mitoses=5  mitoses=6  mitoses=7  mitoses=8  mitoses=10  result
11                   0                  1                  0                  0                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  1                  0                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
12                   0                  0                  0                  0                  1                  0                  0                  0                  0                   0                       0                       0                       1                       0                       0                       0                       0                       0                       0                        0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0                    0                    0                    1                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                0                0                1                0                0                0                0                0                0                 0                  0                  0                  0                  1                  0                  0                  0                  0                  0                   0                  0                  0                  0                  1                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       4
13                   1                  0                  0                  0                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                0                0                1                0                0                0                0                0                0                 0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
14                   0                  0                  0                  0                  0                  0                  0                  1                  0                   0                       0                       0                       0                       0                       0                       0                       1                       0                       0                        0                  0                  0                  0                  0                  1                  0                  0                  0                  0                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                     1                              0                              0                              0                              0                              0                              0                              1                              0                              0                               0                0                0                0                0                0                0                0                0                1                 0                  0                  0                  0                  0                  1                  0                  0                  0                  0                   0                  0                  0                  0                  0                  1                  0                  0                  0                  0                   0          0          0          0          1          0          0          0          0           0       4
15                   0                  0                  0                  0                  0                  0                  1                  0                  0                   0                       0                       0                       0                       1                       0                       0                       0                       0                       0                        0                  0                  0                  0                  0                  0                  1                  0                  0                  0                   0                    0                    0                    0                    1                    0                    0                    0                    0                    0                     0                              0                              0                              0                              0                              0                              1                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  0                  0                  1                  0                  0                  0                  0                  0                   0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       4
16                   0                  0                  0                  1                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  1                  0                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
17                   0                  0                  0                  1                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
18                   0                  0                  0                  0                  0                  0                  0                  0                  0                   1                       0                       0                       0                       0                       0                       0                       1                       0                       0                        0                  0                  0                  0                  0                  0                  0                  1                  0                  0                   0                    0                    0                    0                    0                    0                    1                    0                    0                    0                     0                              0                              0                              0                              1                              0                              0                              0                              0                              0                               0                0                0                0                0                0                0                0                0                0                 1                  0                  0                  0                  1                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          0          1          0          0          0          0          0          0           0       4
19                   0                  0                  0                  0                  0                  1                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
20                   0                  0                  0                  0                  0                  0                  1                  0                  0                   0                       0                       0                       1                       0                       0                       0                       0                       0                       0                        0                  0                  1                  0                  0                  0                  0                  0                  0                  0                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                     1                              0                              0                              0                              0                              1                              0                              0                              0                              0                               0                0                0                0                0                0                0                0                0                0                 1                  0                  0                  0                  0                  1                  0                  0                  0                  0                   0                  0                  0                  0                  1                  0                  0                  0                  0                  0                   0          0          0          0          1          0          0          0          0           0       4
21                   0                  0                  0                  0                  0                  0                  0                  0                  0                   1                       0                       0                       0                       0                       1                       0                       0                       0                       0                        0                  0                  0                  0                  0                  1                  0                  0                  0                  0                   0                    0                    0                    1                    0                    0                    0                    0                    0                    0                     0                              0                              0                              0                              0                              0                              1                              0                              0                              0                               0                0                0                0                0                0                0                1                0                0                 0                  0                  0                  0                  0                  0                  0                  1                  0                  0                   0                  0                  0                  0                  0                  0                  0                  0                  0                  0                   1          1          0          0          0          0          0          0          0           0       4
22                   0                  0                  1                  0                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  1                  0                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
23                   1                  0                  0                  0                  0                  0                  0                  0                  0                   0                       1                       0                       0                       0                       0                       0                       0                       0                       0                        0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0                    1                    0                    0                    0                    0                    0                    0                    0                    0                     0                              0                              1                              0                              0                              0                              0                              0                              0                              0                               0                1                0                0                0                0                0                0                0                0                 0                  0                  0                  1                  0                  0                  0                  0                  0                  0                   0                  1                  0                  0                  0                  0                  0                  0                  0                  0                   0          1          0          0          0          0          0          0          0           0       2
