There are 500 points in the set: 
[680427, 317350]
[436344, 7223704]
[4558241, 5067971]
[8944863, 1635915]
[3335114, 6695426]
[8184891, 7184357]
[9817551, 3095166]
[8606556, 9977112]
[1258521, 8283771]
[8656358, 3788563]
[6980248, 8489426]
[5520195, 526188]
[9754688, 2522910]
[6789727, 464382]
[7357471, 2161728]
[1223248, 3587417]
[1499003, 3562971]
[9721035, 2091070]
[844708, 342489]
[9442953, 9248570]
[4867226, 4857542]
[4375055, 145388]
[7694053, 5784410]
[5714117, 6338243]
[2489255, 7931754]
[9753117, 9038236]
[7652903, 266870]
[5847574, 1778334]
[8721879, 1019450]
[4822918, 2463046]
[1875158, 6868165]
[8486711, 3284794]
[3173075, 3441166]
[127168, 9310389]
[3928258, 8777470]
[2766005, 9975854]
[9917094, 2202104]
[5036249, 4028324]
[3343304, 1364924]
[9466801, 8351455]
[6755154, 6708255]
[1356109, 8381411]
[4340287, 1445013]
[6704002, 7896380]
[5765154, 3236077]
[2307132, 7330128]
[3585776, 8812013]
[1045470, 9786588]
[7186437, 8023204]
[9456977, 7184867]
[5290534, 4288347]
[4503728, 4951655]
[324782, 6829651]
[5395540, 2912246]
[1871183, 2806420]
[4869993, 188169]
[9356304, 520318]
[56112, 9329739]
[1712725, 4513407]
[6702583, 5641286]
[6394770, 149259]
[8701269, 1863669]
[7265117, 5392336]
[7537074, 8085432]
[4499824, 3066532]
[9229767, 2280604]
[436892, 7654188]
[4135209, 7310696]
[4052227, 2095977]
[4507323, 1072294]
[7148868, 9131015]
[5020597, 566654]
[52923, 1157493]
[4627329, 957971]
[9376750, 3087256]
[6997071, 5787635]
[8067004, 1488423]
[5598994, 5007717]
[319857, 771652]
[1054717, 5617347]
[5431315, 5985019]
[496686, 8783881]
[228421, 31611]
[5516009, 5525985]
[5264790, 873946]
[707005, 7931491]
[7754228, 6513441]
[9903747, 8178232]
[1704160, 4469533]
[1525009, 4244041]
[9432402, 2773034]
[8735590, 4436662]
[9747652, 3989571]
[975646, 9125208]
[4078655, 804171]
[3849752, 2012844]
[1646233, 1079056]
[32133, 9635100]
[3568559, 9463778]
[3155945, 7207304]
[1768909, 1197215]
[7897419, 3323405]
[4303311, 7248317]
[7870905, 6413406]
[7931550, 1672475]
[9651647, 7639235]
[9082496, 4927306]
[7316708, 5421555]
[1258237, 9218858]
[2666002, 9331944]
[4000396, 1153295]
[6000153, 7671388]
[481166, 6955685]
[6637809, 4216303]
[8762418, 3669980]
[7161166, 5261622]
[8288876, 6393950]
[5002566, 2035335]
[4817455, 2648073]
[622813, 5170537]
[8799535, 1897071]
[3721778, 6952505]
[5897125, 7856836]
[4034752, 8335989]
[841814, 1547016]
[2102885, 730388]
[8215600, 6958162]
[4913667, 5523561]
[4606331, 6400390]
[1216197, 7077046]
[1371604, 9513582]
[4405695, 600131]
[5857743, 2822318]
[645768, 3592070]
[3982774, 585649]
[3311782, 6634934]
[980243, 887216]
[7342712, 1741503]
[2633989, 1442596]
[6731361, 900087]
[9465820, 8607412]
[4542503, 1159673]
[9116363, 8435889]
[4184631, 1228667]
[2438386, 1359426]
[755361, 6704431]
[1501849, 2369629]
[4050452, 6145749]
[5147415, 7260826]
[6170318, 684705]
[6341738, 3417257]
[2809288, 7513887]
[2204396, 6489570]
[2811393, 4823672]
[4745441, 181104]
[4431158, 6725786]
[1944497, 2934913]
[1617002, 9747047]
[5361352, 2900478]
[6582385, 5119883]
[7948217, 3209917]
[749316, 8318328]
[8138712, 8370431]
[5701071, 2274841]
[263208, 3523471]
[1059805, 8099775]
[3252535, 5726763]
[2626429, 1223562]
[9399677, 2691262]
[9988790, 9538846]
[6319975, 5947477]
[997093, 3134233]
[7935883, 9274887]
[5796320, 8195666]
[4727753, 3600714]
[4704098, 7618633]
[4053471, 3885000]
[6806912, 732058]
[3564996, 4157031]
[9991833, 7991189]
[2716465, 4725880]
[3412640, 8919008]
[441466, 8814805]
[9447608, 1351908]
[2612843, 731738]
[9016395, 5851913]
[8031305, 7849429]
[5843859, 7202431]
[2259350, 4936203]
[7203245, 3268994]
[432113, 1424109]
[7562761, 9572760]
[9262931, 792758]
[1906638, 7362761]
[3559282, 8096920]
[1394140, 220670]
[9270183, 6624752]
[915813, 6162799]
[8047545, 5428067]

The input points are: [[32133, 9635100], [52923, 1157493], [56112, 9329739], [83895, 6124169], [95395, 756098], [127168, 9310389], [203711, 6606229], [228421, 31611], [236102, 2176177], [263208, 3523471], [272622, 3164755], [278228, 8643602], [319857, 771652], [324782, 6829651], [432113, 1424109], [436344, 7223704], [436892, 7654188], [441466, 8814805], [475205, 8028989], [481166, 6955685], [496686, 8783881], [512296, 7142463], [542859, 7896709], [561110, 5070394], [589422, 6917207], [622813, 5170537], [623313, 1802159], [636225, 8655983], [645768, 3592070], [680427, 317350], [706885, 9367104], [707005, 7931491], [735281, 1965145], [749316, 8318328], [755361, 6704431], [795107, 9394473], [796850, 7853285], [841814, 1547016], [844708, 342489], [889138, 6973658], [913709, 7649415], [915813, 6162799], [923749, 8645961], [924437, 8826449], [946699, 2597725], [970257, 7866783], [975646, 9125208], [980243, 887216], [981034, 1035455], [997093, 3134233], [1010088, 6957338], [1012240, 1524512], [1045470, 9786588], [1054717, 5617347], [1058552, 5364777], [1059805, 8099775], [1101890, 1800231], [1176677, 7599990], [1216197, 7077046], [1223248, 3587417], [1225353, 9441973], [1257771, 8662857], [1258237, 9218858], [1258521, 8283771], [1278322, 5335003], [1283442, 7674896], [1356109, 8381411], [1361022, 927117], [1362521, 3085446], [1371604, 9513582], [1377810, 7003999], [1384115, 5733110], [1394140, 220670], [1434275, 5739362], [1434855, 7104188], [1452426, 55610], [1499003, 3562971], [1501849, 2369629], [1522960, 8117567], [1525009, 4244041], [1565478, 464094], [1600561, 90713], [1613689, 4368561], [1617002, 9747047], [1646233, 1079056], [1688480, 2686371], [1693330, 4730688], [1704160, 4469533], [1712725, 4513407], [1745482, 5186518], [1751855, 8723738], [1768909, 1197215], [1787184, 460170], [1790899, 3562735], [1795467, 6812987], [1814914, 4454772], [1863695, 3574297], [1871183, 2806420], [1875158, 6868165], [1906638, 7362761], [1918989, 2116716], [1944497, 2934913], [1953485, 9006254], [1954861, 1515097], [2045066, 7581563], [2055007, 9736707], [2064337, 9413199], [2077666, 632764], [2102885, 730388], [2142847, 7070023], [2150977, 2254390], [2181898, 2423870], [2184559, 2802617], [2204396, 6489570], [2209192, 8229806], [2217133, 3958581], [2259228, 328052], [2259350, 4936203], [2259726, 1161738], [2271223, 4890989], [2293513, 3970545], [2307132, 7330128], [2335231, 9177315], [2351127, 1909273], [2356861, 4390440], [2422589, 275455], [2427585, 8195412], [2438386, 1359426], [2440183, 6576625], [2462832, 1357601], [2489255, 7931754], [2493279, 3798221], [2518433, 7139160], [2582638, 1033321], [2586632, 1500780], [2612843, 731738], [2614316, 6691667], [2626429, 1223562], [2633989, 1442596], [2666002, 9331944], [2716465, 4725880], [2766005, 9975854], [2786084, 1940048], [2788888, 5466004], [2805846, 6890258], [2809288, 7513887], [2811393, 4823672], [2870862, 1343055], [2932340, 7292178], [2978741, 4508910], [3032667, 8337599], [3067605, 9390173], [3071011, 5284843], [3112476, 325825], [3134559, 4180557], [3141759, 5979644], [3155945, 7207304], [3173075, 3441166], [3194357, 3690634], [3221982, 1195217], [3245527, 3886104], [3247366, 529589], [3252535, 5726763], [3294691, 2520266], [3311782, 6634934], [3321688, 815641], [3335114, 6695426], [3343304, 1364924], [3412640, 8919008], [3430521, 2983390], [3464773, 6926044], [3476333, 6702619], [3524837, 6871339], [3526032, 958769], [3555056, 2984128], [3559282, 8096920], [3564996, 4157031], [3567033, 862859], [3568559, 9463778], [3574744, 3257632], [3583503, 2417384], [3585776, 8812013], [3626867, 3707144], [3642372, 9999436], [3667037, 246677], [3721778, 6952505], [3744908, 5983034], [3747555, 2339106], [3780222, 7195744], [3795527, 4497890], [3796941, 9500173], [3805427, 4811937], [3815251, 3238226], [3837068, 1556652], [3849752, 2012844], [3866366, 6445217], [3884905, 8605438], [3901016, 9709708], [3928258, 8777470], [3952129, 7467591], [3957033, 6483166], [3979127, 5936272], [3982774, 585649], [3994327, 5244916], [4000396, 1153295], [4010165, 2413273], [4034502, 5336932], [4034752, 8335989], [4050452, 6145749], [4052227, 2095977], [4053471, 3885000], [4053759, 5434598], [4068232, 8168439], [4078655, 804171], [4090545, 2880253], [4135209, 7310696], [4136948, 4956397], [4146765, 4220069], [4163939, 2820240], [4170610, 644538], [4184631, 1228667], [4303311, 7248317], [4315359, 1212222], [4320424, 7686009], [4340287, 1445013], [4375055, 145388], [4405695, 600131], [4431158, 6725786], [4433887, 1823993], [4458594, 4101279], [4475612, 4194447], [4486963, 8694279], [4493296, 3033670], [4499824, 3066532], [4503728, 4951655], [4507323, 1072294], [4523130, 9955872], [4528242, 7355875], [4542503, 1159673], [4558241, 5067971], [4585388, 9061233], [4606331, 6400390], [4616353, 9250312], [4627329, 957971], [4689584, 4738691], [4704098, 7618633], [4727753, 3600714], [4745441, 181104], [4760134, 5277660], [4762181, 6990790], [4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105], [6170318, 684705], [6227970, 9317476], [6274853, 7487305], [6319975, 5947477], [6332925, 3672456], [6341738, 3417257], [6378436, 6689660], [6381600, 6933639], [6394770, 149259], [6443423, 1839470], [6484349, 6557720], [6497563, 1037313], [6517416, 816100], [6525841, 7223421], [6548429, 2446741], [6567968, 3486045], [6581534, 9240902], [6582385, 5119883], [6603342, 4968687], [6609808, 6315580], [6614077, 8502063], [6619894, 4630355], [6628369, 7506393], [6637809, 4216303], [6670715, 1101856], [6675546, 2274164], [6699012, 8885258], [6702583, 5641286], [6704002, 7896380], [6731361, 900087], [6742301, 8693721], [6755154, 6708255], [6789727, 464382], [6806912, 732058], [6851993, 2356116], [6883118, 5389496], [6894359, 1909273], [6969486, 3024823], [6972015, 1488614], [6980248, 8489426], [6997071, 5787635], [6997520, 2867464], [7101292, 395180], [7115282, 4100742], [7148868, 9131015], [7161166, 5261622], [7182767, 4112179], [7186437, 8023204], [7203245, 3268994], [7265117, 5392336], [7268920, 3201776], [7271611, 6804269], [7282387, 2813736], [7298254, 7882032], [7313137, 2222455], [7316708, 5421555], [7320556, 169337], [7328826, 2754300], [7342712, 1741503], [7357471, 2161728], [7382175, 1852217], [7431603, 6764706], [7440236, 8529697], [7478060, 2510999], [7529387, 4641237], [7535576, 4224854], [7537074, 8085432], [7541811, 9656910], [7562761, 9572760], [7581743, 3064097], [7590906, 8433083], [7650860, 8717536], [7652903, 266870], [7678173, 7194801], [7694053, 5784410], [7695547, 572543], [7700522, 6145510], [7746136, 2228807], [7754228, 6513441], [7780565, 2644889], [7791869, 5394496], [7800722, 6555324], [7849207, 7351065], [7870905, 6413406], [7897419, 3323405], [7931550, 1672475], [7935883, 9274887], [7948217, 3209917], [7969755, 1381933], [7970540, 1141600], [8021421, 6011605], [8031305, 7849429], [8032803, 2363298], [8047545, 5428067], [8067004, 1488423], [8095270, 9082567], [8138712, 8370431], [8142136, 7977212], [8179780, 738157], [8182493, 7730660], [8184891, 7184357], [8215600, 6958162], [8244182, 4017990], [8288615, 9364606], [8288876, 6393950], [8438426, 6045655], [8461553, 3009047], [8486711, 3284794], [8507428, 7976907], [8524076, 8634373], [8538169, 118887], [8566994, 9933263], [8606556, 9977112], [8656358, 3788563], [8685617, 1788403], [8701269, 1863669], [8721879, 1019450], [8735590, 4436662], [8738055, 3598898], [8760161, 7739217], [8761579, 9765051], [8762418, 3669980], [8797649, 4559695], [8799535, 1897071], [8943863, 5654056], [8944863, 1635915], [8960759, 7000971], [8968772, 9702392], [9016395, 5851913], [9064133, 1134497], [9066709, 8078068], [9082496, 4927306], [9106099, 1762986], [9107745, 5475835], [9111594, 4165579], [9116363, 8435889], [9177774, 2986910], [9181756, 1305014], [9209236, 1539695], [9229171, 1826199], [9229767, 2280604], [9244617, 8493432], [9262931, 792758], [9270183, 6624752], [9325924, 5340260], [9356304, 520318], [9359124, 9875735], [9363244, 3606609], [9371972, 4880589], [9376750, 3087256], [9378705, 995389], [9399677, 2691262], [9432402, 2773034], [9442953, 9248570], [9447608, 1351908], [9456880, 4555125], [9456977, 7184867], [9465820, 8607412], [9466801, 8351455], [9508685, 8984642], [9560065, 793397], [9565933, 4792677], [9610755, 6533310], [9651647, 7639235], [9655201, 1523634], [9690984, 7537239], [9721035, 2091070], [9731906, 6688486], [9736828, 3316556], [9738883, 3677500], [9739708, 4236010], [9747652, 3989571], [9753117, 9038236], [9754688, 2522910], [9796496, 8023899], [9798735, 3562933], [9800589, 8177009], [9817551, 3095166], [9831449, 5467211], [9839624, 3108088], [9869340, 6715887], [9898360, 4209481], [9903747, 8178232], [9917094, 2202104], [9957962, 9003734], [9978371, 2960269], [9988790, 9538846], [9991833, 7991189]]
left half of points: [[32133, 9635100], [52923, 1157493], [56112, 9329739], [83895, 6124169], [95395, 756098], [127168, 9310389], [203711, 6606229], [228421, 31611], [236102, 2176177], [263208, 3523471], [272622, 3164755], [278228, 8643602], [319857, 771652], [324782, 6829651], [432113, 1424109], [436344, 7223704], [436892, 7654188], [441466, 8814805], [475205, 8028989], [481166, 6955685], [496686, 8783881], [512296, 7142463], [542859, 7896709], [561110, 5070394], [589422, 6917207], [622813, 5170537], [623313, 1802159], [636225, 8655983], [645768, 3592070], [680427, 317350], [706885, 9367104], [707005, 7931491], [735281, 1965145], [749316, 8318328], [755361, 6704431], [795107, 9394473], [796850, 7853285], [841814, 1547016], [844708, 342489], [889138, 6973658], [913709, 7649415], [915813, 6162799], [923749, 8645961], [924437, 8826449], [946699, 2597725], [970257, 7866783], [975646, 9125208], [980243, 887216], [981034, 1035455], [997093, 3134233], [1010088, 6957338], [1012240, 1524512], [1045470, 9786588], [1054717, 5617347], [1058552, 5364777], [1059805, 8099775], [1101890, 1800231], [1176677, 7599990], [1216197, 7077046], [1223248, 3587417], [1225353, 9441973], [1257771, 8662857], [1258237, 9218858], [1258521, 8283771], [1278322, 5335003], [1283442, 7674896], [1356109, 8381411], [1361022, 927117], [1362521, 3085446], [1371604, 9513582], [1377810, 7003999], [1384115, 5733110], [1394140, 220670], [1434275, 5739362], [1434855, 7104188], [1452426, 55610], [1499003, 3562971], [1501849, 2369629], [1522960, 8117567], [1525009, 4244041], [1565478, 464094], [1600561, 90713], [1613689, 4368561], [1617002, 9747047], [1646233, 1079056], [1688480, 2686371], [1693330, 4730688], [1704160, 4469533], [1712725, 4513407], [1745482, 5186518], [1751855, 8723738], [1768909, 1197215], [1787184, 460170], [1790899, 3562735], [1795467, 6812987], [1814914, 4454772], [1863695, 3574297], [1871183, 2806420], [1875158, 6868165], [1906638, 7362761], [1918989, 2116716], [1944497, 2934913], [1953485, 9006254], [1954861, 1515097], [2045066, 7581563], [2055007, 9736707], [2064337, 9413199], [2077666, 632764], [2102885, 730388], [2142847, 7070023], [2150977, 2254390], [2181898, 2423870], [2184559, 2802617], [2204396, 6489570], [2209192, 8229806], [2217133, 3958581], [2259228, 328052], [2259350, 4936203], [2259726, 1161738], [2271223, 4890989], [2293513, 3970545], [2307132, 7330128], [2335231, 9177315], [2351127, 1909273], [2356861, 4390440], [2422589, 275455], [2427585, 8195412], [2438386, 1359426], [2440183, 6576625], [2462832, 1357601], [2489255, 7931754], [2493279, 3798221], [2518433, 7139160], [2582638, 1033321], [2586632, 1500780], [2612843, 731738], [2614316, 6691667], [2626429, 1223562], [2633989, 1442596], [2666002, 9331944], [2716465, 4725880], [2766005, 9975854], [2786084, 1940048], [2788888, 5466004], [2805846, 6890258], [2809288, 7513887], [2811393, 4823672], [2870862, 1343055], [2932340, 7292178], [2978741, 4508910], [3032667, 8337599], [3067605, 9390173], [3071011, 5284843], [3112476, 325825], [3134559, 4180557], [3141759, 5979644], [3155945, 7207304], [3173075, 3441166], [3194357, 3690634], [3221982, 1195217], [3245527, 3886104], [3247366, 529589], [3252535, 5726763], [3294691, 2520266], [3311782, 6634934], [3321688, 815641], [3335114, 6695426], [3343304, 1364924], [3412640, 8919008], [3430521, 2983390], [3464773, 6926044], [3476333, 6702619], [3524837, 6871339], [3526032, 958769], [3555056, 2984128], [3559282, 8096920], [3564996, 4157031], [3567033, 862859], [3568559, 9463778], [3574744, 3257632], [3583503, 2417384], [3585776, 8812013], [3626867, 3707144], [3642372, 9999436], [3667037, 246677], [3721778, 6952505], [3744908, 5983034], [3747555, 2339106], [3780222, 7195744], [3795527, 4497890], [3796941, 9500173], [3805427, 4811937], [3815251, 3238226], [3837068, 1556652], [3849752, 2012844], [3866366, 6445217], [3884905, 8605438], [3901016, 9709708], [3928258, 8777470], [3952129, 7467591], [3957033, 6483166], [3979127, 5936272], [3982774, 585649], [3994327, 5244916], [4000396, 1153295], [4010165, 2413273], [4034502, 5336932], [4034752, 8335989], [4050452, 6145749], [4052227, 2095977], [4053471, 3885000], [4053759, 5434598], [4068232, 8168439], [4078655, 804171], [4090545, 2880253], [4135209, 7310696], [4136948, 4956397], [4146765, 4220069], [4163939, 2820240], [4170610, 644538], [4184631, 1228667], [4303311, 7248317], [4315359, 1212222], [4320424, 7686009], [4340287, 1445013], [4375055, 145388], [4405695, 600131], [4431158, 6725786], [4433887, 1823993], [4458594, 4101279], [4475612, 4194447], [4486963, 8694279], [4493296, 3033670], [4499824, 3066532], [4503728, 4951655], [4507323, 1072294], [4523130, 9955872], [4528242, 7355875], [4542503, 1159673], [4558241, 5067971], [4585388, 9061233], [4606331, 6400390], [4616353, 9250312], [4627329, 957971], [4689584, 4738691], [4704098, 7618633], [4727753, 3600714], [4745441, 181104], [4760134, 5277660], [4762181, 6990790]]
