There are 750 points in the set: 
[6302181, 2705367]
[8256716, 3453897]
[7049182, 5425578]
[1669232, 1343579]
[3720153, 2077901]
[4398385, 5229557]
[9959722, 7064921]
[4629971, 4237681]
[1377874, 7165380]
[8653593, 3260073]
[3049851, 7385725]
[7914637, 9473834]

New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]

The minimum distance is 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]

The minimum distance is 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
New closest is dist 118774.13241105994 between [9491875, 9190627] and [9464092, 9075148]
New closest is dist 87835.90056463245 between [4129511, 4170645] and [4157899, 4253767]
New closest is dist 65761.87035813382 between [3356550, 6651597] and [3349318, 6716960]
New closest is dist 59932.185084476936 between [3302210, 2559451] and [3242285, 2558523]
New closest is dist 59414.47705736372 between [3959584, 2586842] and [3996756, 2633192]
New closest is dist 45789.523365066816 between [8051868, 222151] and [8034127, 179938]
New closest is dist 34998.72221953253 between [6150507, 2009636] and [6131673, 1980137]
New closest is dist 31850.279763292503 between [8966963, 9504724] and [8936427, 9495669]
New closest is dist 31754.518623339263 between [2881331, 7469054] and [2905344, 7448276]
New closest is dist 24429.646456713202 between [9679806, 2266646] and [9698105, 2250461]
New closest is dist 7227222.501157412 between [6302181, 2705367] and [9491875, 9190627]
New closest is dist 3884498.944019679 between [6302181, 2705367] and [9970064, 1426318]
New closest is dist 920091.2341224647 between [6302181, 2705367] and [5413284, 2942917]
New closest is dist 835507.5097986852 between [6302181, 2705367] and [6227320, 3537514]
New closest is dist 427240.3807752727 between [6302181, 2705367] and [6251452, 2281149]
New closest is dist 312570.96736101387 between [6302181, 2705367] and [6556587, 2523768]
New closest is dist 307714.9053783388 between [6302181, 2705367] and [6425105, 2423271]
New closest is dist 141897.0864006728 between [9491875, 9190627] and [9349990, 9192479]
